timestamp,vibration,time_elapsed
2025-03-31 20:07:43.530382,1.42,57.02314829826355
2025-03-31 20:07:44.339562,1.53,57.832327365875244
2025-03-31 20:07:45.245215,1.56,58.73798084259033
2025-03-31 20:07:46.049824,1.68,59.54259014129639
2025-03-31 20:07:46.955134,1.62,60.44790005683899
2025-03-31 20:07:47.758775,1.52,61.251540660858154
2025-03-31 20:07:48.664104,1.62,62.156869649887085
2025-03-31 20:07:49.470425,1.5,62.96319055557251
2025-03-31 20:07:50.379251,1.49,63.87201642990112
2025-03-31 20:07:51.187725,1.58,64.680490732193
2025-03-31 20:07:52.093296,1.62,65.58606147766113
2025-03-31 20:07:52.898100,1.5,66.39086556434631
2025-03-31 20:07:53.802115,1.56,67.29488039016724
2025-03-31 20:07:54.606930,1.45,68.09969544410706
2025-03-31 20:07:55.511590,1.58,69.00435614585876
2025-03-31 20:07:56.315877,1.54,69.8086428642273
2025-03-31 20:07:57.220507,1.4,70.71327328681946
2025-03-31 20:07:58.024651,1.46,71.5174171924591
2025-03-31 20:07:58.930569,1.57,72.42333507537842
2025-03-31 20:07:59.734837,1.52,73.22760248184204
2025-03-31 20:08:00.639756,1.59,74.13252139091492
2025-03-31 20:08:01.443256,1.66,74.93602204322815
2025-03-31 20:08:02.347422,1.66,75.8401882648468
2025-03-31 20:08:03.151322,1.68,76.64408755302429
2025-03-31 20:08:04.057675,1.59,77.55044054985046
2025-03-31 20:08:04.861396,1.68,78.35416197776794
2025-03-31 20:08:05.765772,1.84,79.25853753089905
2025-03-31 20:08:06.568994,1.88,80.06175971031189
2025-03-31 20:08:07.474010,1.91,80.9667763710022
2025-03-31 20:08:08.279446,2.0,81.772212266922
2025-03-31 20:08:09.184349,2.01,82.67711520195007
2025-03-31 20:08:09.989877,1.97,83.48264241218567
2025-03-31 20:08:10.894377,1.92,84.38714265823364
2025-03-31 20:08:11.698995,2.01,85.19176125526428
2025-03-31 20:08:12.603073,2.01,86.09583926200867
2025-03-31 20:08:13.410500,2.07,86.90326571464539
2025-03-31 20:08:14.315418,2.18,87.80818390846252
2025-03-31 20:08:15.118843,2.29,88.6116087436676
2025-03-31 20:08:16.023913,2.29,89.51667857170105
2025-03-31 20:08:16.830427,2.4,90.32319331169128
2025-03-31 20:08:17.734556,2.54,91.22732186317444
2025-03-31 20:08:18.540804,2.6,92.03356957435608
2025-03-31 20:08:19.445790,2.71,92.93855571746826
2025-03-31 20:08:20.250554,2.7,93.74331998825073
2025-03-31 20:08:21.156189,2.81,94.64895462989807
2025-03-31 20:08:21.961291,2.88,95.45405650138855
2025-03-31 20:08:22.866384,2.81,96.35914945602417
2025-03-31 20:08:23.671253,2.76,97.16401863098145
2025-03-31 20:08:24.575483,2.75,98.0682487487793
2025-03-31 20:08:25.381832,2.65,98.87459778785706
2025-03-31 20:08:26.287182,2.52,99.77994751930237
2025-03-31 20:08:27.091074,2.56,100.58384013175964
2025-03-31 20:08:27.995508,2.46,101.48827338218689
2025-03-31 20:08:28.801968,2.21,102.29473376274109
2025-03-31 20:08:29.707078,2.24,103.19984364509583
2025-03-31 20:08:30.512945,2.16,104.00571060180664
2025-03-31 20:08:31.416840,1.96,104.90960550308228
2025-03-31 20:08:32.221725,1.98,105.71449065208435
2025-03-31 20:08:33.126209,1.99,106.6189751625061
2025-03-31 20:08:33.932807,2.0,107.42557263374329
2025-03-31 20:08:34.842883,2.01,108.33564925193787
2025-03-31 20:08:35.647147,1.97,109.13991260528564
2025-03-31 20:08:36.551622,1.85,110.04438757896423
2025-03-31 20:08:37.356096,2.04,110.84886145591736
2025-03-31 20:08:40.671816,1.89,114.16458201408386
2025-03-31 20:08:41.576439,1.9,115.06920504570007
2025-03-31 20:08:42.380616,2.13,115.87338161468506
2025-03-31 20:08:43.285529,2.09,116.77829504013062
2025-03-31 20:08:44.089377,2.18,117.58214259147644
2025-03-31 20:08:44.993634,2.06,118.48639988899231
2025-03-31 20:08:45.799005,2.06,119.29177069664001
2025-03-31 20:08:46.703984,2.16,120.19675016403198
2025-03-31 20:08:47.507587,2.3,121.00035238265991
2025-03-31 20:08:48.414481,2.4,121.90724635124207
2025-03-31 20:08:49.218145,2.42,122.71091079711914
2025-03-31 20:08:50.123268,2.48,123.61603426933289
2025-03-31 20:08:50.928079,2.54,124.4208447933197
2025-03-31 20:08:51.833598,2.57,125.3263635635376
2025-03-31 20:08:52.637338,2.48,126.13010382652283
2025-03-31 20:08:53.542473,2.47,127.03523850440979
2025-03-31 20:08:54.346288,2.54,127.83905363082886
2025-03-31 20:08:55.252752,2.51,128.74551796913147
2025-03-31 20:08:56.057194,2.55,129.54995965957642
2025-03-31 20:08:56.962050,2.51,130.4548156261444
2025-03-31 20:08:57.766172,2.58,131.25893807411194
2025-03-31 20:08:58.670857,2.65,132.16362237930298
2025-03-31 20:08:59.474974,2.62,132.9677402973175
2025-03-31 20:09:00.380304,2.67,133.87307024002075
2025-03-31 20:09:01.185874,2.8,134.67863988876343
2025-03-31 20:09:02.089583,3.05,135.58234858512878
2025-03-31 20:09:02.893878,3.11,136.38664364814758
2025-03-31 20:09:03.799904,3.17,137.29266953468323
2025-03-31 20:09:04.603958,3.2,138.09672379493713
2025-03-31 20:09:05.508546,3.3,139.00131177902222
2025-03-31 20:09:06.313190,3.37,139.80595588684082
2025-03-31 20:09:07.219138,3.37,140.71190404891968
2025-03-31 20:09:08.024249,3.34,141.517014503479
2025-03-31 20:09:08.930584,3.2,142.42334985733032
2025-03-31 20:09:09.734041,3.14,143.22680711746216
2025-03-31 20:09:10.637869,3.11,144.13063526153564
2025-03-31 20:09:11.441011,3.11,144.9337773323059
2025-03-31 20:09:12.346391,3.11,145.83915662765503
2025-03-31 20:09:13.151972,3.17,146.6447377204895
2025-03-31 20:09:14.057668,2.82,147.5504343509674
2025-03-31 20:09:14.861895,2.82,148.354660987854
2025-03-31 20:09:15.766823,2.8,149.25958847999573
2025-03-31 20:09:16.571841,2.8,150.06460642814636
2025-03-31 20:09:17.477949,2.9,150.97071504592896
2025-03-31 20:09:18.281469,2.97,151.77423453330994
2025-03-31 20:09:19.185457,2.97,152.67822313308716
2025-03-31 20:09:19.989100,2.97,153.48186612129211
2025-03-31 20:09:20.896503,2.95,154.38926887512207
2025-03-31 20:09:21.701990,2.93,155.19475626945496
2025-03-31 20:09:22.606667,3.17,156.09943294525146
2025-03-31 20:09:23.411468,3.09,156.90423369407654
2025-03-31 20:09:24.316114,2.97,157.80888032913208
2025-03-31 20:09:25.119298,2.76,158.61206436157227
2025-03-31 20:09:26.024239,2.45,159.51700472831726
2025-03-31 20:09:26.828415,2.31,160.3211808204651
2025-03-31 20:09:27.734154,2.04,161.22753310203552
2025-03-31 20:09:28.538490,1.83,162.03125619888306
2025-03-31 20:09:29.443227,1.6,162.93599271774292
2025-03-31 20:09:30.247329,1.37,163.74009442329407
2025-03-31 20:09:31.152378,1.22,164.6451439857483
2025-03-31 20:09:31.957254,1.15,165.45002031326294
2025-03-31 20:09:32.862354,1.09,166.35511994361877
2025-03-31 20:09:33.666297,1.11,167.1590633392334
2025-03-31 20:09:34.571393,1.3,168.0641586780548
2025-03-31 20:09:35.376215,1.22,168.86898112297058
2025-03-31 20:09:36.280574,1.34,169.77333974838257
2025-03-31 20:09:37.084900,1.35,170.57766556739807
2025-03-31 20:09:37.988935,1.58,171.48170137405396
2025-03-31 20:09:38.793786,1.74,172.28655219078064
2025-03-31 20:09:39.698676,1.91,173.1914415359497
2025-03-31 20:09:40.504539,2.02,173.99730515480042
2025-03-31 20:09:41.408504,2.08,174.90126991271973
2025-03-31 20:09:42.214636,2.19,175.70740151405334
2025-03-31 20:09:43.122630,2.21,176.61539602279663
2025-03-31 20:09:43.927211,2.38,177.41997647285461
2025-03-31 20:09:44.831756,2.51,178.32452201843262
2025-03-31 20:09:45.636374,2.65,179.12913990020752
2025-03-31 20:09:46.541014,2.31,180.03377985954285
2025-03-31 20:09:47.346235,2.4,180.8390007019043
2025-03-31 20:09:48.250980,2.29,181.74374556541443
2025-03-31 20:09:49.055002,2.27,182.5477683544159
2025-03-31 20:09:49.959378,2.39,183.45214414596558
2025-03-31 20:09:50.765468,2.44,184.25823426246643
2025-03-31 20:09:51.670997,2.53,185.16376328468323
2025-03-31 20:09:52.475993,2.58,185.96875858306885
2025-03-31 20:09:53.381174,2.56,186.87393951416016
2025-03-31 20:09:54.185834,2.48,187.67859935760498
2025-03-31 20:09:55.091136,2.83,188.58390140533447
2025-03-31 20:09:55.896870,2.83,189.38963627815247
2025-03-31 20:09:56.801842,2.84,190.2946081161499
2025-03-31 20:09:57.607299,2.9,191.10006523132324
2025-03-31 20:09:58.512169,2.82,192.0049352645874
2025-03-31 20:09:59.316162,2.92,192.80892825126648
2025-03-31 20:10:00.222251,2.94,193.7150173187256
2025-03-31 20:10:01.026803,2.88,194.51956844329834
2025-03-31 20:10:01.931359,2.94,195.42412495613098
2025-03-31 20:10:02.737814,3.09,196.2305793762207
2025-03-31 20:10:03.642897,3.09,197.13566279411316
2025-03-31 20:10:04.447510,3.09,197.94027543067932
2025-03-31 20:10:05.353597,3.22,198.8463625907898
2025-03-31 20:10:06.157713,3.22,199.65047931671143
2025-03-31 20:10:07.062473,3.33,200.55523920059204
2025-03-31 20:10:07.868718,3.18,201.3614842891693
2025-03-31 20:10:08.774054,3.2,202.26681971549988
2025-03-31 20:10:09.578146,3.21,203.0709114074707
2025-03-31 20:10:10.484247,3.21,203.97701263427734
2025-03-31 20:10:11.288573,3.21,204.78133869171143
2025-03-31 20:10:12.193746,3.2,205.68651175498962
2025-03-31 20:10:12.998867,3.17,206.491632938385
2025-03-31 20:10:13.904848,3.09,207.39761352539062
2025-03-31 20:10:14.709107,3.09,208.20187282562256
2025-03-31 20:10:15.615455,2.98,209.1082215309143
2025-03-31 20:10:16.421704,3.13,209.91446995735168
2025-03-31 20:10:17.326776,2.98,210.81954193115234
2025-03-31 20:10:18.131027,3.03,211.6237931251526
2025-03-31 20:10:19.036322,2.95,212.5290882587433
2025-03-31 20:10:19.839863,2.73,213.33262848854065
2025-03-31 20:10:20.745202,2.5,214.23796725273132
2025-03-31 20:10:21.549591,2.31,215.04235649108887
2025-03-31 20:10:22.454228,2.2,215.94699382781982
2025-03-31 20:10:23.260867,2.05,216.75363302230835
2025-03-31 20:10:24.164977,1.93,217.65774273872375
2025-03-31 20:10:24.969904,1.68,218.4626703262329
2025-03-31 20:10:25.874919,1.62,219.367684841156
2025-03-31 20:10:26.681128,1.41,220.17389345169067
2025-03-31 20:10:27.586180,1.29,221.07894587516785
2025-03-31 20:10:28.391881,1.25,221.8846471309662
2025-03-31 20:10:29.295276,1.27,222.78804206848145
2025-03-31 20:10:30.101302,1.14,223.59406805038452
2025-03-31 20:10:31.005761,1.17,224.49852633476257
2025-03-31 20:10:31.811793,1.11,225.30455899238586
2025-03-31 20:10:32.716221,1.13,226.2089865207672
2025-03-31 20:10:33.522446,1.2,227.01521229743958
2025-03-31 20:10:34.428072,1.06,227.92083740234375
