Vibration_Level,Motor_Current,Power_Consumption,Load_Type
9141.680821402932,10.327311609198826,13864.390301037489,Peak Load
2076.0137888938093,2.6942950262571745,3180.1461984392245,Light Load
6088.445978254504,6.010449402892221,9093.045213398516,Normal Load
8887.826427824082,9.562602081582774,13225.823236824914,Peak Load
1829.8540515602992,1.8519681451166254,2910.4721947180574,Light Load
5709.458212006444,6.178189425980351,8583.23174288497,Normal Load
9304.838572944751,9.44743806809065,14025.537661349963,Peak Load
1821.1827247954734,1.2189763011224433,2673.470947557856,Light Load
1987.9582372978768,3.079864309292966,3132.307914015219,Light Load
9064.917940515064,8.68462651732478,13561.197281626992,Peak Load
5443.260294390451,5.360200549589729,8171.764617385599,Normal Load
6018.424556142208,5.899623460279791,9112.251372231858,Normal Load
2065.3183792216446,2.414765488042085,3171.5800406946437,Light Load
1913.010072802995,1.996296237443858,3037.6046898129207,Light Load
1951.8329105204698,2.4972752422188624,2738.6200811990757,Light Load
5975.513011451995,6.100673905219827,9037.753651903482,Normal Load
8780.731745389427,8.513361095417428,13260.10858069474,Peak Load
5850.714124636518,5.746848007581967,8506.394064094136,Normal Load
8852.083244180216,8.683552545516127,13514.06179555175,Peak Load
1843.9513441098713,1.234466194592975,2855.9277691368866,Light Load
6336.616698934961,5.967634003224875,9325.920984156417,Normal Load
6314.971607827172,6.551847594086356,9342.40383360565,Normal Load
5662.319737930307,5.900996186013588,8209.648271202559,Normal Load
1917.0380605435744,2.1499114932322043,2916.456757443892,Light Load
1855.6839776731567,2.058957878145491,2984.272639576081,Light Load
6146.969967797366,6.75803497164651,9194.933008758944,Normal Load
2033.3750170192066,2.949406125879905,3083.984109888524,Light Load
5669.04186227931,5.86468328879406,8398.517856442528,Normal Load
8638.63200094843,8.31004618907101,12775.00244310001,Peak Load
8947.826730533334,8.913020163168754,13296.376913928645,Peak Load
9061.762758175208,8.616493559340068,13636.447394300685,Peak Load
1619.6496749810037,0.8882928709691819,2241.860450836026,Light Load
2147.1880017357307,1.750572286411688,3500.300409329366,Light Load
6300.742395057036,5.749049122654895,9388.137482986569,Normal Load
9198.710568745895,9.509531865943119,13758.964237519966,Peak Load
9015.19862959925,9.21150749200592,13472.665001416808,Peak Load
9113.58472473655,8.55624636880061,13607.532787239003,Peak Load
9209.144747081446,9.176345700799923,13741.833152314082,Peak Load
5807.3610480987245,5.612170572632265,8671.71177567115,Normal Load
2029.2183076423885,1.9567936378775368,3144.5945675456533,Light Load
5796.902971728734,5.776984859315985,8603.473884245133,Normal Load
1862.3264835779464,2.023196330825906,2612.0702559185825,Light Load
2066.645109952572,2.344405965109325,3065.9680699830174,Light Load
9111.561077256853,8.893633713097826,13732.148562490185,Peak Load
6288.265743115525,6.3093764744443455,9349.471202295173,Normal Load
1930.7556989292566,2.2536431030103548,3047.9032945661897,Light Load
6475.851907583493,6.257337331287033,9794.694629568354,Normal Load
2229.1231860795883,2.0320751488786195,3238.77049312241,Light Load
5821.7668769298,6.217672802829944,8900.865902605736,Normal Load
6039.394203415985,5.822289691929975,9034.738953021015,Normal Load
8778.542316478586,9.494419001551064,13111.072097613041,Peak Load
8967.599011255485,8.8169695679847,13505.633622711232,Peak Load
6156.210720500781,6.372062587116205,9242.692036571092,Normal Load
9032.13882034309,9.668908951982583,13584.881484589218,Peak Load
2017.993013750085,2.7744286617928196,3030.8712522474316,Light Load
9021.85116964759,8.30173695339961,13454.82751424907,Peak Load
1999.4581837411592,1.9829958763610158,3059.560293206354,Light Load
6070.340033313457,5.772000592700117,9202.697088680148,Normal Load
5642.769452729719,5.526890441774273,8394.49487003713,Normal Load
1743.1559455891932,1.1276262301594864,2573.9327119350173,Light Load
5908.176309357787,5.3630539334649985,9020.084340639847,Normal Load
8797.79795928444,9.020404566846185,13261.746636644495,Peak Load
5955.270316753329,5.763916751597178,8847.846025145505,Normal Load
5962.54522160728,6.163729790697004,8906.818740085526,Normal Load
8824.524502381335,8.70509556656796,13235.116924256288,Peak Load
2088.304129780204,2.626912093610633,3029.391059043199,Light Load
9088.301575273,9.792941426234927,13641.20735693394,Peak Load
6232.135059804709,6.135792887439287,9311.99986092469,Normal Load
5939.257286830431,4.801802501633624,9111.058978525241,Normal Load
2007.851001801215,2.315425893166753,3056.056704754173,Light Load
9237.600227421553,9.942615034406277,13686.558052594553,Peak Load
5845.03216810526,6.269798855182645,8868.098149712729,Normal Load
1924.7377593376714,2.4862306317506198,3001.065027774742,Light Load
5694.439406408384,6.264361288077481,8550.887037234674,Normal Load
1945.8734645278334,1.8480964052627027,3004.2988025866625,Light Load
8833.712964450468,9.473846718338132,13122.505396626768,Peak Load
5893.176854494572,5.716858099374491,8756.193142267643,Normal Load
5472.493554369625,5.654818024986775,8276.983470771776,Normal Load
2276.8805222022656,2.238946605822504,3439.4369977754604,Light Load
9004.009847841202,8.52568490744684,13666.837834206932,Peak Load
6080.882742247506,6.53209838689263,9261.949370216944,Normal Load
6056.02280265965,6.052728727004736,8998.448807330618,Normal Load
2430.131969466807,3.2604534768676494,3601.5433645982494,Light Load
2369.401999840338,1.8791771291732107,3449.4106202608154,Light Load
2263.4765986944512,2.14885884939414,3359.8976101798166,Light Load
6026.536237696129,6.677024845231417,9098.473790947106,Normal Load
5897.616359813265,5.534892233955093,8876.80104748443,Normal Load
1960.4969808189699,1.4718017164742156,3105.2655007362528,Light Load
1681.8777593940135,1.896685111468761,2509.0274916836624,Light Load
2059.896320463586,2.255369412401919,3224.874883451802,Light Load
9101.982645079497,9.13101978084859,13659.079830547145,Peak Load
5562.025522748525,5.192800297298246,8242.525202122464,Normal Load
6203.112252277616,6.064253034210654,9367.277889446521,Normal Load
1919.4742028691946,2.647974214843561,2852.181005508981,Light Load
2443.06684204221,1.624256531062398,3537.8684232888304,Light Load
6113.491388340435,5.498792923100742,9021.763325286653,Normal Load
9037.717767228307,8.799981870669384,13683.543918665113,Peak Load
6070.2496334648,6.112958249206173,9041.293979311795,Normal Load
8909.107350978502,9.79757973712678,13555.10314971648,Peak Load
9016.65006266611,9.273416180028178,13518.552109941733,Peak Load
2169.865417178573,1.9355630374025614,3318.6870672724563,Light Load
9196.123053699488,9.3952257062712,13823.19656718594,Peak Load
9067.665710586201,9.46606921648862,13667.837088131777,Peak Load
9363.153416790694,9.454344001603117,13977.269983514203,Peak Load
9045.904193890869,8.740474546765562,13543.800539814581,Peak Load
1879.0982562576178,1.7059847741789438,2752.4126619383132,Light Load
1827.4728505135522,2.198997625576294,2753.094155627735,Light Load
5834.096566841026,6.742030185366052,8631.244815489274,Normal Load
2244.729803982643,1.7430039265959554,3398.352451677054,Light Load
1948.769618947079,2.5134077335008103,2897.306475408502,Light Load
5832.80426189764,6.000972143156413,8837.847757080803,Normal Load
9253.086840180484,9.690524325503304,13947.373148939143,Peak Load
8978.07364300552,10.245901078611713,13418.256157705491,Peak Load
1886.7997561079337,2.4991632789741414,2717.920372732454,Light Load
2120.4150079634687,1.8181563263240603,3270.7280001907793,Light Load
8621.112516033383,8.64952778302088,12983.780496290234,Peak Load
5707.512375280427,5.793335986093882,8663.929839242926,Normal Load
9179.945223479295,9.87370800460494,13863.036751113603,Peak Load
2012.985192023668,2.1235032339901205,3264.0201163450083,Light Load
6117.222562453113,5.999170182818577,9035.799155705734,Normal Load
8948.55751354073,8.38688133679429,13530.163027845732,Peak Load
2062.1532223672,1.563254623690784,3298.06006891485,Light Load
2097.7304636997733,1.3878993063210285,3102.779412776317,Light Load
9061.934041600065,8.06182928233721,13651.013191824988,Peak Load
9239.257472342855,8.825568606492986,13883.550594028557,Peak Load
1912.840705585051,2.0940537458569715,2866.7896016735504,Light Load
2037.2006351449875,2.7990170866533406,3063.563415619381,Light Load
9541.47574257154,9.671171911715827,14145.488456588655,Peak Load
6352.778464392465,5.943018672358953,9419.121702812046,Normal Load
5996.258917723176,5.609570774739459,9118.879219891729,Normal Load
5993.881940692982,5.952191169423474,8982.608991549445,Normal Load
1859.9158075022026,1.5933853340222979,2849.0038988843753,Light Load
9173.75926015293,8.088136302536372,13806.453584434148,Peak Load
1844.2471596924916,1.8467963499680864,2738.0585490679214,Light Load
9104.583971229027,8.398088492088501,13653.603940922681,Peak Load
2124.6243882293356,2.125825423259663,3287.3389598915305,Light Load
6131.172913874074,5.979941010018274,9116.642045191333,Normal Load
2027.6046437499424,2.2685698088683752,3052.503296586889,Light Load
2220.8445626375933,2.1706179302717716,3193.240922320812,Light Load
8909.24293997793,9.48084234877483,13376.524509693048,Peak Load
6041.072647661819,6.041621373940259,9040.797086871342,Normal Load
9077.336555496839,8.437486698530705,13445.14370435096,Peak Load
1775.2108040548621,2.9104898841111964,2543.855797740975,Light Load
9087.895615693456,9.226608515535645,13729.607504942796,Peak Load
8906.061796041868,8.51483632837911,13408.317345957003,Peak Load
1685.34328933455,2.3631552741444275,2249.5819389094213,Light Load
1660.688795534416,1.7106258457766401,2437.9328840266835,Light Load
5484.618911133517,4.342368068293101,8220.554697918667,Normal Load
5801.5902237237115,5.484762290580992,8629.355213926547,Normal Load
1743.2780772857973,1.4513303761419927,2672.3334089457494,Light Load
9273.86305347762,9.330849045114237,14004.462279653648,Peak Load
8679.437470548244,8.927459830305901,13080.994171790684,Peak Load
6071.892479017165,6.561415697165233,8954.204827036077,Normal Load
5838.950134214093,5.0597696898563695,8739.150665413596,Normal Load
1888.5696771981563,1.7261456356889064,2738.5360706437714,Light Load
1970.5441158691663,3.0156638932612845,3059.6527728687624,Light Load
5921.6952206329215,6.002070137495066,8837.254743785508,Normal Load
9110.931383038514,9.148535583416331,13686.306071660927,Peak Load
8903.602802584592,8.477339697623156,13367.885015794676,Peak Load
8977.448978726055,9.114584324923113,13520.380911501647,Peak Load
6134.891916246256,5.399105419657087,9046.332366212624,Normal Load
9205.927671479569,8.779634513231736,13830.832229891952,Peak Load
6054.077799501909,6.006887464017398,9131.093524604077,Normal Load
6006.179824543218,4.966239116092116,8887.345780560992,Normal Load
6457.51369431393,5.9963976912789105,9784.094288429074,Normal Load
5638.528613683414,6.49337384993718,8586.733043263992,Normal Load
1779.7498227948392,2.2828987137800274,2637.3109919020217,Light Load
5740.177752816859,5.305047654304403,8618.200085849534,Normal Load
9028.726303542424,9.710615702069298,13653.42352685241,Peak Load
6044.3824307223895,6.089301591937307,9032.656838956309,Normal Load
6004.910299599715,6.4088972681526455,9097.616025804118,Normal Load
5937.819990902197,6.555094384577685,8903.977341387072,Normal Load
2098.218104376354,1.3923000432346848,3172.332009734191,Light Load
8886.340619560802,8.383501675393783,13427.351615930844,Peak Load
1783.1651215124668,1.8829184726906623,2593.7902180881033,Light Load
6106.699709242588,6.764920311945465,9194.879375938917,Normal Load
6170.114832315974,6.3848087337878985,9142.509630539731,Normal Load
9078.273398214476,8.982819463722203,13561.55270065472,Peak Load
1905.246559461764,2.854981506867161,2861.3835650005053,Light Load
6263.781077205113,5.712240470642893,9320.132041565577,Normal Load
6076.732490354698,7.030781136023495,9178.330298744342,Normal Load
9344.438689816494,9.371760318596028,14032.76922234381,Peak Load
9141.100271035864,10.010008358611877,13822.677423347059,Peak Load
8956.12133658604,9.2877868105703,13381.548601443139,Peak Load
1799.942596788945,1.901316167660078,2676.5001890993813,Light Load
1681.1361847088863,1.350473468786031,2421.750261273593,Light Load
9256.140764530945,8.80931222984114,14018.835301300269,Peak Load
8916.46651442623,8.95725175783158,13356.533376583684,Peak Load
1908.2685843227696,0.2121356157476646,2966.892875667199,Light Load
9003.96102244737,8.990288037599967,13524.710475067697,Peak Load
8958.147903388535,8.84703189302226,13350.962296353002,Peak Load
2164.135459510598,2.3263991127904164,3306.6650449764534,Light Load
8932.821885617283,8.645522345046524,13307.72132283255,Peak Load
5940.786921422883,5.488645589015897,8884.160127557434,Normal Load
5737.500397699886,5.561398323518834,8723.8725541308,Normal Load
9231.29943033436,10.27787028481313,13700.057008738526,Peak Load
1920.1273981565519,1.3832672616226342,2874.734472886942,Light Load
8845.569962735606,8.827775331680177,13280.961970892193,Peak Load
9062.689323947186,8.323953219237326,13679.16556311194,Peak Load
8464.577043715977,8.622537204398522,12789.047737558769,Peak Load
1874.2618652679605,1.7683183101118192,2601.5631117162875,Light Load
6215.230994528186,6.665239338646329,9445.895502037038,Normal Load
8848.441224515174,9.778780826213277,13251.156078583439,Peak Load
1997.9622543171217,2.019854675776235,2861.663813468106,Light Load
1886.4746207584494,1.0788455813455076,2778.3110516293978,Light Load
1750.4956964608175,2.4936254383336127,2637.977607646738,Light Load
5844.987918670181,5.590559824869021,8519.53012923427,Normal Load
8886.835231878287,8.635195851883283,13220.661215793103,Peak Load
9442.14132659436,8.489202728033886,14306.579488149813,Peak Load
8814.281347288626,8.6111523556964,13224.165332432347,Peak Load
2397.7613104857846,3.0421269371397752,3542.2314615832365,Light Load
1949.9771531889523,1.8032653375812515,2995.5469502481815,Light Load
8703.96371129016,9.295630916895425,13216.307599665188,Peak Load
8948.51346706779,8.294325011309432,13565.452579393152,Peak Load
9134.129739183618,9.589769757367382,13719.912000952616,Peak Load
1644.2075761339358,1.1702631232694547,2498.6167201959993,Light Load
9015.160502635981,9.011847507124486,13593.449000805707,Peak Load
6185.27852536178,6.372746904250979,9293.449482109434,Normal Load
5921.895862454644,6.225182900154479,8923.062317378783,Normal Load
5837.956648283129,4.881381221716815,8691.649184085227,Normal Load
1990.6757193122453,1.6107052648679485,3135.5230639484234,Light Load
8788.229542429155,9.163365930443133,13171.601686398997,Peak Load
9138.88988046031,9.383136980372903,13709.555933997375,Peak Load
6081.392069809413,6.711789683440326,9027.402981042487,Normal Load
6097.525474750181,6.778590105361412,9135.229657364463,Normal Load
2097.619626317035,2.2605924136794258,3369.5860464527605,Light Load
1858.0421812199472,2.088533968056968,2872.8379867847684,Light Load
5775.719371442896,5.91884703864815,8568.372845765742,Normal Load
5934.417702078589,6.437554486222644,8898.066920402991,Normal Load
6323.110520801268,6.442680278908874,9624.232256263289,Normal Load
6416.6651155702475,6.232670445445125,9462.030127915212,Normal Load
1709.7220209139316,1.4568494974479906,2498.9738655112924,Light Load
9032.131901737273,8.024881047074818,13594.773348061673,Peak Load
6379.781446583445,6.356398576042136,9568.822121147507,Normal Load
9060.803581242413,8.29573437567602,13717.358752828028,Peak Load
9089.416727316964,8.860239982563893,13505.607920056364,Peak Load
9077.927596841982,8.577651426374612,13607.856539365828,Peak Load
6088.383052437776,6.1329165215337005,9171.15424826385,Normal Load
2099.461181280053,0.9130282466973716,3410.4631572278977,Light Load
1567.5706488790497,1.5282573421027317,2384.234685928168,Light Load
9088.680327764838,9.17423113728817,13704.219546837627,Peak Load
6017.097882498091,5.646524181475259,9142.068396427914,Normal Load
8955.122367507614,9.593641562207317,13389.562702170479,Peak Load
1884.2933230555216,3.153323034672547,3002.843226324069,Light Load
5771.267404044233,5.503416872047609,8588.281910221343,Normal Load
2442.216214820335,2.4963147762561597,3702.9252117342535,Light Load
9028.402643751655,9.220762835409298,13560.987605417873,Peak Load
9127.743257349128,8.942679617672603,13648.65279798574,Peak Load
5804.642571133173,6.079178249461149,8520.855142071925,Normal Load
5860.105384566222,5.64398737738313,8830.999107837488,Normal Load
9407.255497631952,9.477108842250066,14114.391445004543,Peak Load
5805.925893533466,6.147742695042101,8832.407893865757,Normal Load
1933.07763248772,2.930164939613137,2792.063472691741,Light Load
8937.385493592214,8.603848208631549,13179.022725494071,Peak Load
5792.374581660088,6.397745155727813,8740.497655611325,Normal Load
8886.989789522062,8.445616216541222,13247.032181096416,Peak Load
2298.089445246667,2.472041633889413,3435.3455505295624,Light Load
2110.9264451734302,1.2818349528995183,3010.355986958583,Light Load
1913.9065024395402,2.967026317233745,2897.37311848017,Light Load
8926.167911771332,9.680270256355996,13452.640362270145,Peak Load
5780.764995570978,5.205912702355369,8763.672141386904,Normal Load
5885.43351256063,6.087697287883303,8817.56340204389,Normal Load
1859.0243611743545,1.9790502404937107,2784.622608328267,Light Load
8584.597832114376,8.427168373736679,12848.760308710156,Peak Load
5860.520122180267,5.399382093171316,8735.960576155736,Normal Load
8959.1880308271,9.58383174423706,13396.55366681315,Peak Load
5952.02011972184,6.170554720696147,9030.384227424538,Normal Load
8936.660815575025,9.42595598969483,13394.901295187523,Peak Load
5846.608152760313,6.592766365421408,8761.160328092508,Normal Load
6052.4014397383835,5.891709842712092,9080.397531357636,Normal Load
1985.8265485848312,2.0710260551277466,2999.8811509794164,Light Load
1725.0141620143052,1.4591203245295985,2758.7349210348843,Light Load
9080.670265438066,9.39437415660446,13788.097157362577,Peak Load
8871.599150028378,9.521194492513253,13203.029419145916,Peak Load
1915.3987403353594,1.5988512161760622,2982.0829344153863,Light Load
8895.164501785903,8.463868065410079,13468.836082441807,Peak Load
2289.3153521958,3.6279756396433527,3276.4339065122076,Light Load
9134.277334680446,9.097702450701801,13536.227040764994,Peak Load
8915.330105374858,8.461637804194227,13326.479188530522,Peak Load
9079.54354584799,8.642987554097305,13669.62871420914,Peak Load
6002.369518224956,6.918351990579371,9082.179626629202,Normal Load
9095.613814760129,8.41132871370105,13638.323317919387,Peak Load
8992.893567108262,9.536048692068752,13299.56207566614,Peak Load
1863.799738650278,1.7445279042935211,2935.465044271713,Light Load
1926.0588913361403,2.1937677499581163,2779.5272546804417,Light Load
5746.9069945646015,5.7117882378844085,8493.277286052955,Normal Load
8947.068636913624,9.744966755637803,13472.869632024065,Peak Load
9139.936344267284,8.799830605701043,13619.06086450726,Peak Load
2133.3991766105228,2.866419646595355,3133.193590048507,Light Load
1791.4080219005732,1.3351092914075164,2636.049155950513,Light Load
1709.684302474543,1.951859034203402,2584.268935702597,Light Load
2402.2850171674295,2.5039652498381484,3725.9858471790344,Light Load
1847.1727621577688,1.6618222487002852,2757.5094759865274,Light Load
1849.9471958067713,1.3466294430297612,2981.1960711109564,Light Load
6085.556904366922,5.310202143353146,9146.547812486802,Normal Load
5969.093699473065,5.965131657761549,8948.682168781512,Normal Load
6156.946569613008,5.997366154816577,9152.149561545762,Normal Load
1960.6821533704403,2.321716415325262,2777.0138419004647,Light Load
2162.1274829604467,2.2524561465266957,3250.386871445013,Light Load
5854.2218782411355,5.607525819315928,8795.807511136903,Normal Load
6111.49255186808,6.646772520405191,9284.244818870564,Normal Load
2236.4675170477735,1.9266010678560734,3371.7942694384815,Light Load
9098.975646528153,8.597459635716216,13728.801952032376,Peak Load
2151.8803536302066,1.2183572617342162,3318.0077200829146,Light Load
8989.811766114553,8.440601809852971,13445.16176510666,Peak Load
6060.0780837597795,5.561106199486086,9115.715622950756,Normal Load
1977.4670017590206,1.9460215254627604,3031.7648496251086,Light Load
2664.199870712073,2.695364323659546,4083.5930358690866,Light Load
1621.4027152877545,2.355557746602558,2473.5523561794957,Light Load
8490.703623619835,8.61978841094809,12541.028707856192,Peak Load
5719.244594344448,6.0245380949220895,8417.936023660357,Normal Load
5994.11044477341,5.3667892469366825,8944.654062531023,Normal Load
2260.8276475336424,3.1166041251614915,3245.409832488043,Light Load
1720.9569840395259,1.86400965607609,2548.606933699859,Light Load
8746.519060998651,8.393558118539621,13011.712164221755,Peak Load
1899.7546487476022,1.358269465527675,2921.0905803800706,Light Load
5844.095616892269,6.152052575754643,8739.424458657924,Normal Load
2044.6996699439017,1.8879677408755078,3072.3167269708106,Light Load
8912.326817625079,8.60217386959935,13360.831515797265,Peak Load
1634.5110600033536,1.7839788554942175,2425.7072482865838,Light Load
9367.990159386787,9.574522157487438,13867.94872508646,Peak Load
6099.029662186228,6.293797515064991,9186.380269417135,Normal Load
